id,name,lat,lon,demand,tw_start,tw_end,cluster
410,Biljana,44.72533798217773,17.132122039794922,8,480,1080,5
411,dm,44.74019241333008,18.094379425048828,9,480,1080,10
412,ADO-V,43.341007232666016,17.809995651245117,6,480,1080,11
413,Shop_413,44.47383499145508,18.7003231048584,4,480,1080,16
414,Rama-Tex,43.82406234741211,17.60736083984375,13,480,1080,14
415,Bau Centar DŽENEX Lukavac,44.52730178833008,18.531667709350582,2,480,1080,34
416,"Pekara ""AS""",43.84627151489258,18.38102149963379,16,480,1080,37
417,Korzo,43.665306091308594,18.974288940429688,8,480,1080,8
418,Super Konzum,44.41991424560547,18.074241638183597,7,480,1080,31
419,Shop_419,43.34608459472656,17.800235748291016,15,480,1080,11
420,dm,45.145992279052734,17.250307083129883,12,480,1080,19
421,ERONET Centar,44.96530151367188,15.939364433288574,10,480,1080,6
422,AGROPET.ba,43.37333488464356,17.609088897705078,8,480,1080,4
423,TC Gradska,44.955196380615234,18.300067901611328,8,480,1080,30
424,Farraj,43.857460021972656,18.427188873291016,1,480,1080,37
425,Mercator,43.84196853637695,18.35432787665838,7,480,1080,2
426,Moj Market,44.77078437805176,17.2048787593005,13,480,1080,5
427,Pekara,43.92267227172852,18.31734085083008,11,480,1080,2
428,"Mesnica ""Bajra""",43.90165328979492,18.34453010559082,9,480,1080,2
429,Shop_429,44.63290023803711,18.84276390075684,3,480,1080,9
430,Mozzart,44.4167594909668,17.086883544921875,9,480,1080,17
431,Penny Plus,43.86572647094727,18.4024600982666,12,480,1080,37
432,Auto-električar ROKI,44.44479370117188,18.646188735961918,17,480,1080,16
433,Hattrick kladionica,43.34469223022461,17.810880661010742,13,480,1080,11
434,Hercegovinapromet,43.31112289428711,17.830909729003906,18,480,1080,11
435,Mini Market,44.74049377441406,18.718549728393555,11,480,1080,20
436,Trgovačka radnja SENEX,43.31850814819336,17.834430694580078,1,480,1080,11
437,Perutnina Ptuj,43.34293365478516,17.80944061279297,4,480,1080,11
438,Konzum,43.86238098144531,18.441314697265625,9,480,1080,37
439,Lola's Corner,43.34334945678711,17.809045791625977,6,480,1080,11
440,Minutica,44.75996017456055,17.184982299804688,19,480,1080,5
441,Granap,43.82107162475586,17.61030387878418,9,480,1080,14
442,Shop_442,44.979888916015625,16.704179763793945,2,480,1080,3
443,Prodavnica mjesovite robe,43.552772521972656,18.02678871154785,4,480,1080,29
444,Connecta,43.84642791748047,18.33945655822754,20,480,1080,2
445,Braća Đukić,44.98625183105469,17.869796752929688,14,480,1080,23
446,Shop_446,43.6001205444336,19.48883819580078,12,480,1080,21
447,Shop_447,43.84466552734375,18.3711051940918,11,480,1080,2
448,Šamon HoReCa shop and market,43.8578987121582,18.41153717041016,14,480,1080,37
449,Ulla Popken,44.67632675170898,18.0162296295166,20,480,1080,10
450,Konjic,43.653297424316406,17.957454681396484,17,480,1080,29
451,Retro,43.38214874267578,17.59214973449707,4,480,1080,4
452,Shop_452,44.86344528198242,17.667245864868164,13,480,1080,13
453,Butik Amadeus,43.82444763183594,16.99989128112793,19,480,1080,38
454,Polipak,43.93647384643555,18.083011627197266,7,480,1080,12
455,Shop_455,45.09896087646485,16.74489402770996,9,480,1080,49
456,Cherka Company - Maloprodaja,43.351295471191406,17.795034408569336,2,480,1080,11
457,Shop_457,44.88496780395508,16.15572738647461,14,480,1080,39
458,Mercator,43.8669319152832,18.419017791748047,1,480,1080,37
459,Knežević,44.84613037109375,18.818946838378903,17,480,1080,20
460,Pekara Adna,43.34811782836914,17.812833786010742,18,480,1080,11
461,Mobitel,43.342620849609375,17.81267547607422,7,480,1080,11
462,Ulla Popken,43.34622573852539,17.798206329345703,12,480,1080,11
463,Jelena Shop,44.77019500732422,17.1906681060791,14,480,1080,5
464,Mega Company,44.83246421813965,15.881009152402047,3,480,1080,6
465,Delmod,44.53868103027344,18.67546844482422,11,480,1080,16
466,Shop_466,43.35110092163086,17.8010196685791,20,480,1080,11
467,Pekara Bosfor,43.86803436279297,18.41840934753418,11,480,1080,37
468,Azel France,43.85898971557617,18.420541763305664,4,480,1080,37
469,Food Outlet Globus,44.760536193847656,17.17994499206543,10,480,1080,5
470,ComeFort tattoo,44.77264404296875,17.19607162475586,17,480,1080,5
471,LPG Jovo servis,44.78550148010254,17.214124566032773,10,480,1080,5
472,Šanac,43.84440994262695,18.38797187805176,14,480,1080,37
473,Market AS,45.141387939453125,17.25683130344874,11,480,1080,19
474,Hampi,44.82369995117188,15.88527740750994,13,480,1080,6
475,Auto servis NV,44.79067993164063,17.207630157470703,10,480,1080,5
476,INOMA,44.53248977661133,18.65186309814453,18,480,1080,16
477,Shop_477,44.02399063110352,18.132503509521484,5,480,1080,12
478,Boutique Noelle,43.35091781616211,17.804380416870117,7,480,1080,11
479,Bata,44.77654647827149,17.18621253967285,14,480,1080,5
480,Perfetto Plus,43.343040466308594,17.809158325195312,13,480,1080,11
481,Podrumi Vukoje 1982,42.71589279174805,18.343488693237305,6,480,1080,7
482,Spanish PX,43.81372261047363,18.341698613719664,20,480,1080,2
483,Vesna,44.77182769775391,17.206239700317383,19,480,1080,5
484,Shop_484,44.8694953918457,17.664649963378906,10,480,1080,13
485,MBA Bakery,43.86699676513672,18.4006462097168,13,480,1080,37
486,Mercator,43.84199142456055,18.277084350585938,18,480,1080,2
487,Parna pekara,44.60697555541992,17.859752655029297,1,480,1080,46
488,Grujić,43.93609237670898,18.79398727416992,10,480,1080,27
489,Dresscode,43.85832595825195,18.416658401489254,10,480,1080,37
490,Shop_490,44.18431854248047,18.94766616821289,7,480,1080,27
491,Sport Vision,43.847198486328125,18.242900848388672,14,480,1080,42
492,Salon namještaja Oglavina,43.38023376464844,17.853439948138067,19,480,1080,11
493,Shop_493,43.65096664428711,17.9620418548584,20,480,1080,29
494,Mesnica Šišović,43.3519401550293,17.80126190185547,11,480,1080,11
495,Mini Kort,44.98451614379883,17.9063777923584,15,480,1080,23
496,KM Trade,44.96503448486328,15.907755851745604,15,480,1080,6
497,Knjižara SIDRAN,44.54555130004883,18.47879409790039,15,480,1080,34
498,Shop_498,44.68846893310547,18.30680419636421,7,480,1080,48
499,Prodavnica mješovite robe BANJA,44.54554748535156,18.47854995727539,17,480,1080,34
500,Lala,44.16025161743164,17.783010482788086,16,480,1080,1
501,MIM,43.91084671020508,18.35641288757324,6,480,1080,2
502,La Belle,44.766021728515625,17.20746612548828,3,480,1080,5
503,WWin,44.777587890625,17.191932678222656,10,480,1080,5
504,Royal Estetic,44.7629508972168,17.199438095092773,17,480,1080,5
505,Sinsay,45.02596664428711,18.69932746887207,20,480,1080,20
506,Superdry,43.85057830810547,18.354019165039062,11,480,1080,2
507,SHIMANO,44.78086853027344,17.189443588256836,3,480,1080,5
508,Topdis,45.05182647705078,17.308847427368164,8,480,1080,19
509,Shop_509,44.81188201904297,15.86874008178711,10,480,1080,6
510,Gvožđara Tošić,44.6329460144043,18.84311294555664,8,480,1080,9
511,Shop_511,44.01015853881836,18.025671005249023,7,480,1080,12
512,Planika outlet,43.829891204833984,18.342756271362305,5,480,1080,2
513,Crvena Jabuka Market,44.15170669555664,17.792030334472656,1,480,1080,1
514,Shop_514,43.731689453125,18.563037872314453,2,480,1080,33
515,Dragstor Palma,43.84161376953125,18.342947006225582,8,480,1080,2
516,BEST Korzo,44.22645568847656,17.659988403320312,16,480,1080,1
517,Nada,44.7586555480957,17.185462951660156,20,480,1080,5
518,OrtoOptic,44.77108001708984,17.190196990966797,3,480,1080,5
519,Manja,44.76470947265625,17.184377670288086,15,480,1080,5
520,Borovo,43.81949615478516,17.612220764160156,14,480,1080,14
521,Auto servis Ferhatovic,43.8408088684082,18.25647735595703,19,480,1080,42
522,MINI MIX,43.25707626342773,18.11286735534668,7,480,1080,11
523,Autoservis i vulkanizer Ivaniš,44.046010971069336,16.854372024536133,13,480,1080,24
524,m:tel,43.3418197631836,17.80165672302246,16,480,1080,11
525,Dermatološko Kozmetički Centar Farah,44.53266906738281,18.694393157958984,13,480,1080,16
526,Deichmann,43.36478042602539,17.82135009765625,8,480,1080,11
527,Spartan Sport d.o.o.,44.16762161254883,17.785503387451172,5,480,1080,1
528,Minimarket RATAR,44.82935333251953,18.723678588867188,1,480,1080,20
529,Shop_529,43.381324768066406,17.591947555541992,4,480,1080,4
530,Boro,43.378814697265625,17.599966049194336,14,480,1080,4
531,Kartopu,43.858673095703125,18.43015480041504,8,480,1080,37
532,Shop_532,43.766563415527344,18.70268440246582,6,480,1080,33
533,Mercator,43.82990264892578,18.344396591186523,17,480,1080,2
534,Mega Mall Tešanj,44.67622184753418,18.0155375571478,15,480,1080,10
535,Onogošt pr.20,43.81295204162598,18.553667068481445,2,480,1080,33
536,WWin,42.87865447998047,18.42955780029297,18,480,1080,7
537,Sinsay,44.52522277832031,18.628427505493164,8,480,1080,16
538,Shop_538,44.65712356567383,16.02262306213379,4,480,1080,43
539,Best,44.07076644897461,17.932493209838867,15,480,1080,26
540,ZTR CHS FOČA,43.50686264038086,18.774789810180664,5,480,1080,8
541,Kerametal,43.18896484375,17.544321060180664,15,480,1080,28
542,Butik Fenomen,44.9820671081543,17.909624099731445,17,480,1080,23
543,Šarm,44.76451873779297,17.188880920410156,18,480,1080,5
544,Shop_544,44.606082916259766,17.85809898376465,20,480,1080,46
545,Loris,44.67643737792969,18.015634536743164,11,480,1080,10
546,XC TEAM SARAJEVO,43.85197448730469,18.377073287963867,15,480,1080,37
547,Gera,43.81816864013672,18.326557159423828,20,480,1080,2
548,Ribarnica,43.82185745239258,18.364351272583008,17,480,1080,2
549,Moj Market,44.7779541015625,17.192790985107422,14,480,1080,5
550,Monocle,44.77123260498047,17.192983627319336,18,480,1080,5
551,"Frizerski salon ""Eva""",43.82442092895508,17.00031280517578,15,480,1080,38
552,Biletarnica,44.51118469238281,18.57691764831543,6,480,1080,34
553,IQOS,44.7799072265625,17.207021713256836,16,480,1080,5
554,BND Namještaj,44.83243942260742,15.881438783302162,15,480,1080,6
555,Memić dekor,43.31825256347656,17.827058792114258,9,480,1080,11
556,Mozzart,44.779747009277344,17.20677947998047,8,480,1080,5
557,Best,44.05348587036133,17.448381702040592,9,480,1080,36
558,John Ricardo,43.85553741455078,18.40827178955078,17,480,1080,37
559,"Frizerski salon ""Emina""",44.78201675415039,18.693397521972656,16,480,1080,20
560,Shop_560,43.31026840209961,17.80951690673828,8,480,1080,11
561,ČAVKUNOVIĆ Baucentar,44.83287048339844,15.879413604736328,9,480,1080,6
562,Shop_562,43.71721649169922,17.2272891998291,15,480,1080,15
563,Zeničanka,44.19958305358887,17.9072002084663,3,480,1080,26
564,CM,45.18227005004883,16.80906105041504,10,480,1080,49
565,Color,44.60598373413086,17.858911514282227,8,480,1080,46
566,Shop_566,43.37948989868164,17.588584899902344,9,480,1080,4
567,Autoservis BOWELDD,44.77763748168945,19.109359741210938,11,480,1080,22
568,Minutica,44.77134704589844,17.19293785095215,11,480,1080,5
569,Vrapče,44.54133224487305,18.667139053344727,18,480,1080,16
570,Robot,44.81265258789063,15.880530825832434,3,480,1080,6
571,Mozzart Kladionica,44.90677070617676,17.301382848689723,5,480,1080,5
572,Pekara Braća Lazić,44.69229507446289,19.03354263305664,5,480,1080,22
573,Shop_573,42.71227645874024,18.342552185058597,8,480,1080,7
574,MV-Centar,44.59195709228516,18.68290138244629,13,480,1080,16
575,fonTELe.ba,43.82879638671875,18.31150245666504,5,480,1080,2
576,Shop_576,42.92649841308594,17.61496353149414,7,480,1080,18
577,Shop_577,43.84608840942383,18.349754333496094,3,480,1080,2
578,Sunlight Beauty,43.82909393310547,18.311256408691406,14,480,1080,2
579,Šarm,44.98564147949219,17.90798568725586,14,480,1080,23
580,Oaza trade,44.61347198486328,16.640525817871094,11,480,1080,45
581,Pekara Aleksić,44.9791145324707,16.72282600402832,18,480,1080,3
582,Toni,43.82130432128906,17.6101131439209,15,480,1080,14
583,Bingo,43.83983612060547,18.341636657714844,14,480,1080,2
584,Adria,43.57745361328125,19.05742454528809,2,480,1080,8
585,Grič rasvjeta Lamps&Mirrors,43.31013488769531,17.831445693969727,7,480,1080,11
586,Stolarija Zovko,43.39400100708008,17.577550888061523,14,480,1080,4
587,JYSK,44.432708740234375,18.046995162963867,13,480,1080,31
588,Moj Market,44.774091720581055,17.184032678604126,19,480,1080,5
589,Sartoria Barbolini,44.77968215942383,17.206872940063477,1,480,1080,5
590,Mobile Plus,44.97907638549805,16.708375930786133,19,480,1080,3
591,"Stambena zadruga ""Proleter"" - stovarište Vrbanjci",44.58821868896485,17.439191818237305,13,480,1080,35
592,Shop_592,43.37340927124024,17.84726333618164,16,480,1080,11
593,Dexy Co,44.53231048583984,18.65162849426269,1,480,1080,16
594,Morellato Venezia 1930,43.34873962402344,17.8048152923584,12,480,1080,11
595,Slaven intima,43.348289489746094,17.80211067199707,10,480,1080,11
596,Autoelektrika Savic,44.99274253845215,17.838117599487305,13,480,1080,23
597,Deichmann,43.82907104492188,18.310930252075195,14,480,1080,2
598,Povoljne Cijene Torbi,44.764495849609375,17.18889808654785,18,480,1080,5
599,Sičaja,43.8267936706543,17.60580825805664,18,480,1080,14
600,Sarteks,43.35581588745117,17.627016067504883,20,480,1080,4
